id,tagged_sentence
5385,"[('If', 'CS'), ('coffee', 'NN'), ('is', 'BE'), ('sold', 'VB'), ('at', 'IN'), ('the', 'AT'), ('cafeteria', 'NN'), (',', ','), ('let', 'VB'), ('a', 'AT'), ('few', 'AP'), ('workers', 'NN'), ('in', 'IN'), ('each', 'DT'), ('department', 'NN'), ('get', 'VB'), ('it', 'PP'), ('for', 'IN'), ('the', 'AT'), ('whole', 'JJ'), ('group', 'NN'), ('.', '.')]"
5392,"[('If', 'CS'), ('you', 'PP'), ('are', 'BE'), ('going', 'VB'), ('to', 'TO'), ('produce', 'VB'), ('for', 'IN'), ('home', 'NN'), ('use', 'VB'), ('only', 'RB'), (',', ','), ('you', 'PP'), ('will', 'MD'), ('need', 'VB'), ('only', 'AP'), ('hand', 'NN'), ('tools', 'NN'), ('.', '.')]"
5397,"[('The', 'AT'), ('battle', 'NN'), ('of', 'IN'), ('the', 'AT'), ('drib-drool', 'NN'), ('continues', 'VB'), (',', ','), ('but', 'CC'), ('most', 'AP'), ('of', 'IN'), ('New', 'JJ'), (""York's"", 'NP'), ('knowing', 'VB'), ('sophisticates', 'NN'), ('of', 'IN'), ('Abstract', 'JJ'), ('Expressionism', 'NN'), ('are', 'BE'), ('stamping', 'VB'), ('their', 'PP'), ('feet', 'NN'), ('impatiently', 'RB'), ('in', 'IN'), ('expectation', 'NN'), ('of', 'IN'), ('V', 'NN'), ('(', '('), ('for', 'IN'), ('Vindication', 'CD'), (')', ')'), ('Day', 'NN'), (',', ','), ('September', 'NP'), ('first', 'RB'), (',', ','), ('when', 'WR'), ('Augustus', 'NP'), (""Quasimodo's"", 'NP'), ('first', 'RB'), ('one-man', 'JJ'), ('show', 'NN'), ('opens', 'VB'), ('at', 'IN'), ('the', 'AT'), ('Guggenheim', 'NN'), ('.', '.')]"
5398,"[('2', 'CD'), ('.', '.')]"
5403,"[('When', 'WR'), ('I', 'PP'), ('interviewed', 'VB'), ('Kirby', 'NP'), (',', ','), ('who', 'WP'), ('as', 'CS'), ('a', 'AT'), ('boy', 'NN'), ('picked', 'VB'), ('up', 'IN'), ('pears', 'NN'), ('in', 'IN'), ('the', 'AT'), ('Borden', 'NP'), ('yard', 'NN'), (',', ','), ('I', 'PP'), ('asked', 'VB'), ('if', 'CS'), ('anybody', 'PN'), ('else', 'RB'), ('in', 'IN'), ('the', 'AT'), ('household', 'NN'), ('besides', 'IN'), ('Lizzie', 'NP'), ('and', 'CC'), ('Morse', 'NP'), ('had', 'HV'), ('been', 'BE'), ('under', 'IN'), ('any', 'DT'), ('suspicion', 'NN'), ('at', 'IN'), ('the', 'AT'), ('time', 'NN'), ('of', 'IN'), ('the', 'AT'), ('murders', 'NN'), ('.', '.')]"
5404,"[('The', 'AT'), ('quiescent', 'JJ'), ('level', 'NN'), ('of', 'IN'), ('centimeter', 'NN'), ('wave-length', 'NN'), ('solar', 'JJ'), ('radiation', 'NN'), ('would', 'MD'), ('increase', 'VB'), ('the', 'AT'), ('average', 'JJ'), ('disk', 'NN'), ('brightness', 'NN'), ('temperature', 'NN'), ('by', 'IN'), ('less', 'AP'), ('than', 'IN'), ('1-degree', 'NN'), ('.', '.')]"
5406,"[('The', 'AT'), ('remainder', 'NN'), ('of', 'IN'), ('the', 'AT'), ('4-year', 'JJ'), ('college', 'NN'), ('requirement', 'NN'), ('would', 'MD'), ('be', 'BE'), ('in', 'IN'), ('general', 'JJ'), ('subjects', 'NN'), ('.', '.')]"
5410,"[('Eventually', 'RB'), ('he', 'PP'), ('subsided', 'VB'), ('.', '.')]"
5411,"[('Olgivanna', 'NP'), ('--', '--'), ('in', 'IN'), ('her', 'PP'), ('country', 'NN'), ('the', 'AT'), ('nickname', 'NN'), ('was', 'BE'), ('a', 'AT'), ('respectful', 'JJ'), ('form', 'NN'), ('of', 'IN'), ('address', 'NN'), ('--', '--'), ('was', 'BE'), ('not', '*'), ('only', 'RB'), ('attractive', 'JJ'), ('but', 'CC'), ('shrewd', 'JJ'), (',', ','), ('durable', 'JJ'), (',', ','), ('sensible', 'JJ'), (',', ','), ('and', 'CC'), ('smart', 'JJ'), ('.', '.')]"
5413,"[('Note', 'VB'), ('that', 'CS'), ('there', 'EX'), ('are', 'BE'), ('3', 'CD'), ('trials', 'NN'), ('of', 'IN'), ('interest', 'NN'), ('.', '.')]"
5414,"[('it', 'PP'), ('is', 'BE'), ('also', 'RB'), ('the', 'AT'), ('rate', 'NN'), ('of', 'IN'), ('photographing', 'NN'), ('.', '.')]"
5418,"[('The', 'AT'), ('formula', 'NN'), ('for', 'IN'), ('computing', 'VB'), ('random', 'JJ'), ('addresses', 'NN'), ('from', 'IN'), ('the', 'AT'), ('form', 'NN'), ('of', 'IN'), ('each', 'DT'), ('occurrence', 'NN'), ('will', 'MD'), ('not', '*'), ('give', 'VB'), ('a', 'AT'), ('distinct', 'JJ'), ('address', 'NN'), ('for', 'IN'), ('each', 'DT'), ('distinct', 'JJ'), ('form', 'NN'), ('.', '.')]"
5425,"[('In', 'IN'), ('addition', 'NN'), (',', ','), ('they', 'PP'), ('have', 'HV'), ('been', 'BE'), ('converted', 'VB'), ('to', 'IN'), ('Zen', 'NP'), ('Buddhism', 'NP'), (',', ','), ('with', 'IN'), ('its', 'PP'), ('glorification', 'VB'), ('of', 'IN'), ('all', 'AB'), ('that', 'DT'), ('is', 'BE'), ('``', '``'), ('natural', 'JJ'), (""''"", ""''""), ('and', 'CC'), ('mysteriously', 'RB'), ('alive', 'JJ'), (',', ','), ('the', 'AT'), ('sense', 'NN'), ('that', 'CS'), ('everything', 'PN'), ('in', 'IN'), ('the', 'AT'), ('world', 'NN'), ('is', 'BE'), ('flowing', 'VB'), ('.', '.')]"
5428,"[('They', 'PP'), ('picked', 'VB'), ('up', 'IN'), ('sticks', 'NN'), ('and', 'CC'), ('hurled', 'VB'), ('them', 'PP'), ('at', 'IN'), ('the', 'AT'), ('girl', 'NN'), ('.', '.')]"
5429,"[('Anger', 'NN'), ('and', 'CC'), ('fear', 'NN'), ('fused', 'VB'), ('in', 'IN'), ('John', 'NP'), ('.', '.')]"
5437,"[('Mike', 'NP'), ('took', 'VB'), ('the', 'AT'), ('bayonet', 'NN'), ('from', 'IN'), (""Dean's"", 'NP'), ('hand', 'NN'), ('and', 'CC'), ('slashed', 'VB'), ('the', 'AT'), ('picket', 'NN'), ('line', 'NN'), ('.', '.')]"
5438,"[('Here', 'RB'), ('was', 'BE'), ('stored', 'VB'), ('$1,000,000', 'NN'), ('worth', 'NN'), ('of', 'IN'), ('bonded', 'VB'), ('whisky', 'NN'), ('.', '.')]"
5443,"[('``', '``'), ('I', 'PP'), ('take', 'VB'), ('a', 'AT'), ('little', 'JJ'), ('time', 'NN'), ('to', 'TO'), ('think', 'VB'), ('it', 'PP'), ('over', 'RP'), (""''"", ""''""), ('.', '.')]"
5444,"[('A', 'AT'), ('Massachusetts', 'NP'), ('soldier', 'NN'), (',', ','), ('who', 'WP'), ('seems', 'VB'), ('to', 'TO'), ('have', 'HV'), ('been', 'BE'), ('a', 'AT'), ('Civil', 'JJ'), ('War', 'NN'), ('version', 'NN'), ('of', 'IN'), ('Bill', 'NP'), ('Mauldin', 'NP'), (',', ','), ('wrote', 'VB'), (':', ':'), ('``', '``'), ('the', 'AT'), ('officers', 'NN'), ('consider', 'VB'), ('themselves', 'PP'), ('as', 'CS'), ('made', 'VB'), ('of', 'IN'), ('a', 'AT'), ('different', 'JJ'), ('material', 'NN'), ('from', 'IN'), ('the', 'AT'), ('low', 'JJ'), ('fellows', 'NN'), ('in', 'IN'), ('the', 'AT'), ('ranks', 'NN'), ('.', '.')]"
5445,"[('He', 'PP'), ('has', 'HV'), ('designed', 'VB'), ('a', 'AT'), ('matching', 'JJ'), ('backdrop', 'NN'), ('and', 'CC'), ('costumes', 'NN'), ('of', 'IN'), ('points', 'NN'), ('of', 'IN'), ('color', 'NN'), ('on', 'IN'), ('white', 'JJ'), ('for', 'IN'), ('Mr.', 'NP'), (""Cunningham's"", 'NP'), ('Summerspace', 'NP'), (',', ','), ('so', 'CS'), ('that', 'DT'), ('dancers', 'NN'), ('and', 'CC'), ('background', 'NN'), ('merge', 'VB'), ('into', 'IN'), ('a', 'AT'), ('shimmering', 'JJ'), ('unity', 'NN'), ('.', '.')]"
5446,"[('With', 'IN'), ('great', 'JJ'), ('difficulty', 'NN'), ('John', 'NP'), ('clambered', 'VB'), ('to', 'IN'), ('his', 'PP'), ('feet', 'NN'), ('and', 'CC'), ('started', 'VB'), ('to', 'TO'), ('run', 'VB'), (',', ','), ('sweat', 'NN'), ('pouring', 'VB'), ('down', 'IN'), ('his', 'PP'), ('face', 'NN'), ('.', '.')]"
5447,"[('but', 'CC'), ('a', 'AT'), ('much', 'QL'), ('more', 'QL'), ('common', 'JJ'), ('designation', 'NN'), ('was', 'BE'), ('``', '``'), ('the', 'AT'), ('sh-ts', 'NN'), (""''"", ""''""), ('.', '.')]"
5451,"[('Hans', 'NP'), ('found', 'VB'), ('him', 'PP'), ('froze', 'VB'), ('.', '.')]"
5454,"[('``', '``'), ('No', 'RB'), (""''"", ""''""), (',', ','), ('said', 'VB'), ('Theresa', 'NP'), ('.', '.')]"
5457,"[('Two', 'CD'), ('committees', 'NN'), ('pondered', 'VB'), ('375', 'CD'), ('possible', 'JJ'), ('Kimpton', 'NP'), ('successors', 'NN'), (',', ','), ('including', 'IN'), ('Adlai', 'NP'), ('Stevenson', 'NP'), (',', ','), ('Richard', 'NP'), ('Nixon', 'NP'), (',', ','), ('and', 'CC'), (""Harvard's"", 'NP'), ('Dean', 'NP'), ('McGeorge', 'NP'), ('Bundy', 'NP'), ('.', '.')]"
5461,"[('But', 'CC'), ('that', 'WP'), ('had', 'HV'), ('been', 'BE'), ('a', 'AT'), ('time', 'NN'), ('before', 'IN'), ('all', 'AB'), ('this', 'DT'), (',', ','), ('a', 'AT'), ('time', 'NN'), ('he', 'PP'), (""didn't"", 'DO'), ('think', 'VB'), ('about', 'RB'), ('.', '.')]"
5462,"[('``', '``'), ('The', 'AT'), ('police', 'NN'), ('will', 'MD'), ('have', 'HV'), ('gone', 'VB'), ('over', 'IN'), ('every', 'AT'), ('square', 'NN'), ('inch', 'NN'), ('of', 'IN'), ('the', 'AT'), ('place', 'NN'), ('with', 'IN'), ('a', 'AT'), ('fine-tooth', 'JJ'), ('comb', 'NN'), ('.', '.')]"
5464,"[('Miss', 'NP'), ('Demon', 'NN'), ('Abbe', 'NP'), (',', ','), ('p', 'NN'), (',', ','), ('1:59.3', 'PP'), ('has', 'HV'), ('trotted', 'VB'), ('in', 'IN'), ('2:26', 'CD'), (',', ','), ('and', 'CC'), ('is', 'BE'), ('expected', 'VB'), ('to', 'IN'), ('race', 'NN'), ('at', 'IN'), ('this', 'DT'), ('gait', 'NN'), (';', '.'), (';', '.')]"
5466,"[('He', 'PP'), ('was', 'BE'), ('unable', 'JJ'), ('to', 'TO'), ('send', 'VB'), ('any', 'DT'), ('more', 'AP'), ('help', 'NN'), ('to', 'IN'), ('his', 'PP'), ('allies', 'NN'), ('on', 'IN'), ('the', 'AT'), ('Continent', 'NN'), (',', ','), ('and', 'CC'), ('during', 'IN'), ('the', 'AT'), ('next', 'AP'), ('few', 'AP'), ('years', 'NN'), ('many', 'AP'), ('of', 'IN'), ('them', 'PP'), (',', ','), ('left', 'VB'), ('to', 'TO'), ('resist', 'VB'), ('French', 'JJ'), ('pressure', 'NN'), ('unaided', 'JJ'), (',', ','), ('surrendered', 'VB'), ('to', 'IN'), ('the', 'AT'), ('inevitable', 'JJ'), ('and', 'CC'), ('made', 'VB'), ('their', 'PP'), ('peace', 'NN'), ('with', 'IN'), ('Philip', 'NP'), ('.', '.')]"
5467,"[('As', 'CS'), ('I', 'PP'), ('slid', 'VB'), ('in', 'IN'), ('beside', 'IN'), ('him', 'PP'), ('he', 'PP'), ('said', 'VB'), (',', ','), ('``', '``'), ('Some', 'DT'), ('heap', 'NN'), (',', ','), ('hey', 'UH'), ('?', '.'), ('?', '.')]"
5471,"[('This', 'DT'), ('place', 'NN'), ('was', 'BE'), ('hatred', 'NN'), ('to', 'IN'), ('him', 'PP'), (',', ','), ('just', 'RB'), ('as', 'CS'), ('hatred', 'NN'), ('was', 'BE'), ('his', 'PP'), ('only', 'RB'), ('companion', 'NN'), ('in', 'IN'), ('his', 'PP'), ('aloneness', 'NN'), ('.', '.')]"
5473,"[('I', 'PP'), ('answered', 'VB'), ('to', 'TO'), ('find', 'VB'), ('Nadine', 'NP'), ('at', 'IN'), ('the', 'AT'), ('other', 'AP'), ('end', 'NN'), ('.', '.')]"
5474,"[('The', 'AT'), (""Indian's"", 'NP'), ('arm', 'NN'), ('whipped', 'VB'), ('sidewise', 'RB'), ('--', '--'), ('there', 'EX'), ('was', 'BE'), ('a', 'AT'), ('flash', 'NN'), ('of', 'IN'), ('amber', 'JJ'), ('and', 'CC'), ('froth', 'NN'), (',', ','), ('the', 'AT'), ('crash', 'NN'), ('of', 'IN'), ('the', 'AT'), ('bottle', 'NN'), ('shattering', 'VB'), ('against', 'IN'), ('the', 'AT'), ('side', 'NN'), ('of', 'IN'), ('the', 'AT'), ('first', 'OD'), ('car', 'NN'), ('.', '.')]"
5475,"[('Personnel', 'NN'), ('assigned', 'VB'), ('through', 'IN'), ('the', 'AT'), ('shooting', 'NN'), ('development', 'NN'), ('program', 'NN'), ('have', 'HV'), ('proudly', 'RB'), ('participated', 'VB'), ('in', 'IN'), ('over', 'IN'), ('53', 'CD'), ('state', 'NN'), ('and', 'CC'), ('regional', 'JJ'), ('workshops', 'NN'), (',', ','), ('at', 'IN'), ('which', 'WD'), ('hundreds', 'NN'), ('of', 'IN'), ('school', 'NN'), ('administrators', 'NN'), (',', ','), ('teachers', 'NN'), (',', ','), ('professors', 'NN'), (',', ','), ('and', 'CC'), ('recreational', 'JJ'), ('leaders', 'NN'), ('have', 'HV'), ('been', 'BE'), ('introduced', 'VB'), ('to', 'IN'), ('Outdoor', 'JJ'), ('Education', 'NN'), ('.', '.')]"
5478,"[('Visually', 'NN'), (',', ','), ('these', 'DT'), ('approximated', 'VB'), ('what', 'WD'), ('he', 'PP'), ('was', 'BE'), ('feeling', 'VB'), ('within', 'IN'), ('himself', 'PP'), ('.', '.')]"
5482,"[('2', 'CD'), ('.', '.')]"
5488,"[('A', 'AT'), ('professional', 'JJ'), ('gunman', 'NN'), ('would', 'MD'), ('not', '*'), ('have', 'HV'), ('killed', 'VB'), ('her', 'PP'), ('with', 'IN'), ('a', 'AT'), ('weapon', 'NN'), ('of', 'IN'), ('such', 'JJ'), ('small', 'JJ'), ('caliber', 'NN'), ('as', 'CS'), ('a', 'AT')]"
5489,"[('They', 'PP'), ('indicate', 'VB'), ('simple', 'JJ'), ('division', 'NN'), (',', ','), ('multiplication', 'NN'), (',', ','), ('subtraction', 'NN'), (',', ','), ('and', 'CC'), ('addition', 'NN'), ('.', '.')]"
5490,"[('In', 'IN'), ('the', 'AT'), ('physical', 'JJ'), ('sciences', 'NN'), (',', ','), ('these', 'DT'), ('achievements', 'NN'), ('concern', 'NN'), ('electricity', 'NN'), (',', ','), ('chemistry', 'NN'), (',', ','), ('and', 'CC'), ('atomic', 'JJ'), ('physics', 'NN'), ('.', '.')]"
5492,"[('Mercer', 'NP'), ('smiled', 'VB'), ('at', 'IN'), ('her', 'PP'), ('through', 'IN'), ('his', 'PP'), ('happiness', 'NN'), ('.', '.')]"
5495,"[('Apparently', 'RB'), ('not', '*'), ('more', 'RB'), ('than', 'IN'), ('dusting', 'NN'), ('had', 'HV'), ('ever', 'RB'), ('been', 'BE'), ('done', 'VB'), (',', ','), ('and', 'CC'), ('not', '*'), ('much', 'RB'), ('of', 'IN'), ('that', 'DT'), ('.', '.')]"
5497,"[('In', 'IN'), ('two', 'CD'), ('minutes', 'NN'), ('the', 'AT'), ('body', 'NN'), ('of', 'IN'), (""Tilghman's"", 'NP'), ('former', 'AP'), ('comrade', 'NN'), (',', ','), ('who', 'WP'), ('had', 'HV'), ('been', 'BE'), ('killed', 'VB'), ('by', 'IN'), ('Blue', 'JJ'), ('Throat', 'NN'), ('in', 'IN'), ('a', 'AT'), ('gambling', 'NN'), ('brawl', 'IN'), ('the', 'AT'), ('previous', 'JJ'), ('night', 'NN'), (',', ','), ('was', 'BE'), ('carried', 'VB'), ('into', 'IN'), ('the', 'AT'), (""town's"", 'NN'), ('funeral', 'NN'), ('parlor', 'NN'), ('to', 'TO'), ('be', 'BE'), ('prepared', 'VB'), ('for', 'IN'), ('decent', 'JJ'), ('burial', 'NN'), ('.', '.')]"
5501,"[('In', 'IN'), ('the', 'AT'), ('villages', 'NN'), ('people', 'NN'), ('lined', 'VB'), ('up', 'RP'), ('to', 'TO'), ('give', 'VB'), ('us', 'PP'), ('flowers', 'NN'), ('.', '.')]"
5502,"[('The', 'AT'), ('growth', 'NN'), ('of', 'IN'), ('business', 'NN'), ('has', 'HV'), ('outdistanced', 'VB'), ('the', 'AT'), ('available', 'JJ'), ('supply', 'NN'), (',', ','), ('and', 'CC'), ('the', 'AT'), ('demand', 'NN'), ('will', 'MD'), ('continue', 'VB'), ('to', 'TO'), ('exceed', 'VB'), ('the', 'AT'), ('supply', 'NN'), ('in', 'IN'), ('the', 'AT'), ('sixties', 'NN'), ('.', '.')]"
5503,"[('The', 'AT'), ('first', 'OD'), ('step', 'NN'), ('is', 'BE'), ('a', 'AT'), ('comprehensive', 'JJ'), ('self', 'NN'), ('study', 'NN'), ('made', 'VB'), ('by', 'IN'), ('faculty', 'NN'), (',', ','), ('by', 'IN'), ('outside', 'JJ'), ('consultants', 'NN'), (',', ','), ('or', 'CC'), ('by', 'IN'), ('a', 'AT'), ('combination', 'NN'), ('of', 'IN'), ('the', 'AT'), ('two', 'CD'), ('.', '.')]"
5504,"[('One', 'CD'), ('moment', 'NN'), ('there', 'EX'), ('was', 'BE'), ('a', 'AT'), ('man', 'NN'), ('in', 'IN'), ('the', 'AT'), ('saddle', 'NN'), (';', '.'), (';', '.')]"
5507,"[('Perhaps', 'RB'), ('perhaps', 'RB'), ('there', 'EX'), ('is', 'BE'), ('a', 'AT'), ('shred', 'VB'), ('of', 'IN'), ('conscience', 'NN'), ('left', 'VB'), ('in', 'IN'), ('the', 'AT'), ('human', 'JJ'), ('race', 'NN'), ('.', '.')]"
5508,"[('The', 'AT'), ('United', 'VB'), ('States', 'NN'), (',', ','), ('State', 'NN'), ('Department', 'NN'), ('officials', 'NN'), ('explain', 'VB'), (',', ','), ('now', 'RB'), ('is', 'BE'), ('mainly', 'RB'), ('interested', 'VB'), ('in', 'IN'), ('setting', 'NN'), ('up', 'IN'), ('an', 'AT'), ('international', 'JJ'), ('inspection', 'NN'), ('system', 'NN'), ('which', 'WD'), ('will', 'MD'), ('prevent', 'VB'), ('Laos', 'NP'), ('from', 'IN'), ('being', 'BE'), ('used', 'VB'), ('as', 'CS'), ('a', 'AT'), ('base', 'NN'), ('for', 'IN'), ('Communist', 'NN'), ('attacks', 'NN'), ('on', 'IN'), ('neighboring', 'VB'), ('Thailand', 'NP'), ('and', 'CC'), ('South', 'JJ'), ('Viet', 'NP'), ('Nam', 'NP'), ('.', '.')]"
5511,"[('He', 'PP'), ('took', 'VB'), ('pride', 'NN'), ('in', 'IN'), ('his', 'PP'), ('hiding', 'VB'), ('.', '.')]"
5512,"[('John', 'NP'), ('Adams', 'NP'), ('dismissed', 'VB'), ('John', 'NP'), ('Dickinson', 'NP'), (',', ','), ('who', 'WP'), ('voted', 'VB'), ('against', 'IN'), ('the', 'AT'), ('Declaration', 'NN'), ('of', 'IN'), ('Independence', 'NN'), (',', ','), ('as', 'CS'), ('``', '``'), ('a', 'AT'), ('certain', 'JJ'), ('great', 'JJ'), ('fortune', 'NN'), ('and', 'CC'), ('piddling', 'AT'), ('genius', 'NN'), (""''"", ""''""), ('.', '.')]"
5515,"[('Provide', 'VB'), ('a', 'AT'), ('name', 'NN'), ('card', 'NN'), ('for', 'IN'), ('each', 'DT'), ('new', 'JJ'), ('member', 'NN'), ('.', '.')]"
5516,"[('In', 'IN'), ('the', 'AT'), ('eighteenth', 'OD'), ('century', 'NN'), ('there', 'RB'), ('emerges', 'VB'), ('for', 'IN'), ('the', 'AT'), ('first', 'OD'), ('time', 'NN'), ('the', 'AT'), ('notion', 'NN'), ('of', 'IN'), ('a', 'AT'), ('private', 'JJ'), ('tragedy', 'NN'), ('(', '('), ('or', 'CC'), ('nearly', 'RB'), ('for', 'IN'), ('the', 'AT'), ('first', 'OD'), ('time', 'NN'), (',', ','), ('there', 'RB'), ('having', 'HV'), ('been', 'BE'), ('a', 'AT'), ('small', 'JJ'), ('number', 'NN'), ('of', 'IN'), ('Elizabethan', 'JJ'), ('domestic', 'JJ'), ('tragedies', 'NN'), ('such', 'JJ'), ('as', 'CS'), ('the', 'AT'), ('famous', 'JJ'), ('Arden', 'NP'), ('Of', 'IN'), ('Feversham', 'CD'), (')', ')'), ('.', '.')]"
5517,"[('His', 'PP'), ('head', 'NN'), ('cannot', 'MD'), ('contain', 'VB'), ('enough', 'AP'), ('sense', 'NN'), ('to', 'TO'), ('command', 'VB'), ('a', 'AT'), ('regiment', 'NN'), (',', ','), ('much', 'QL'), ('less', 'RB'), ('a', 'AT'), ('corps', 'NN'), ('.', '.')]"
5522,"[('To', 'IN'), ('both', 'AB'), ('the', 'AT'), ('amateur', 'NN'), ('and', 'CC'), ('the', 'AT'), ('commercial', 'JJ'), ('progandist', 'IN'), ('the', 'AT'), ('analyst', 'NN'), ('lacks', 'VB'), ('a', 'AT'), ('soul', 'NN'), (',', ','), ('lacks', 'VB'), ('appreciation', 'NN'), ('with', 'IN'), ('his', 'PP'), ('endless', 'JJ'), ('probings', 'NN'), ('and', 'CC'), ('classifications', 'NN'), ('.', '.')]"
5523,"[('Jewish', 'JJ'), ('identity', 'NN'), ('was', 'BE'), ('often', 'RB'), ('confused', 'VB'), ('with', 'IN'), ('social', 'JJ'), ('and', 'CC'), ('economic', 'JJ'), ('strivings', 'NN'), ('.', '.')]"
5526,"[('He', 'PP'), ('stopped', 'VB'), ('stirring', 'NN'), ('and', 'CC'), ('looked', 'VB'), ('over', 'IN'), ('his', 'PP'), ('shoulder', 'NN'), ('.', '.')]"
5528,"[('But', 'CC'), ('she', 'PP'), ('does', 'DO'), ('indicate', 'VB'), ('festivities', 'NN'), ('will', 'MD'), ('start', 'VB'), ('early', 'RB'), (',', ','), ('that', 'CS'), ('a', 'AT'), ('jazz', 'NN'), ('combo', 'NN'), ('will', 'MD'), ('``', '``'), ('give', 'VB'), ('with', 'IN'), ('the', 'AT'), ('Basin', 'NN'), ('Street', 'NN'), ('beat', 'NN'), (""''"", ""''""), ('during', 'IN'), ('the', 'AT'), ('cocktail', 'NN'), ('and', 'CC'), ('dinner', 'NN'), ('hours', 'NN'), ('and', 'CC'), ('that', 'CS'), ('Lester', 'NP'), (""Lanin's"", 'NP'), ('orchestra', 'NN'), ('will', 'MD'), ('take', 'VB'), ('over', 'RP'), ('during', 'IN'), ('the', 'AT'), ('dancing', 'NN'), ('.', '.')]"
5529,"[('They', 'PP'), ('had', 'HV'), ('the', 'AT'), ('unspoken', 'JJ'), ('support', 'NN'), ('of', 'IN'), ('President-elect', 'NN'), ('Kennedy', 'NP'), (',', ','), ('whose', 'WP'), ('own', 'JJ'), ('legislative', 'JJ'), ('program', 'NN'), ('was', 'BE'), ('menaced', 'VB'), ('by', 'IN'), ('the', 'AT'), ('Rules', 'NN'), ('Committee', 'NN'), ('bottleneck', 'NN'), ('.', '.')]"
5532,"[('The', 'AT'), ('immediate', 'JJ'), ('theme', 'NN'), (',', ','), ('if', 'CS'), ('it', 'PP'), ('exists', 'VB'), (',', ','), ('is', 'BE'), ('incidental', 'JJ'), (',', ','), ('and', 'CC'), ('his', 'PP'), ('main', 'JJ'), ('theme', 'NN'), ('--', '--'), ('the', 'AT'), ('terror', 'NN'), ('of', 'IN'), ('birth', 'NN'), ('--', '--'), ('is', 'BE'), ('simply', 'RB'), ('reiterated', 'VB'), ('.', '.')]"
5537,"[('I', 'PP'), ('will', 'MD'), ('reserve', 'VB'), ('discussion', 'NN'), ('of', 'IN'), ('it', 'PP'), ('for', 'IN'), ('a', 'AT'), ('moment', 'NN'), (',', ','), ('however', 'RB'), (',', ','), ('to', 'IN'), ('return', 'NN'), ('to', 'IN'), ('President', 'NN'), ('Kennedy', 'NP'), ('.', '.')]"
5539,"[('and', 'CC'), ('in', 'IN'), ('her', 'PP'), ('forthright', 'JJ'), ('way', 'NN'), (',', ','), ('Henrietta', 'NP'), (',', ','), ('who', 'WP'), ('in', 'IN'), ('her', 'PP'), ('story', 'NN'), ('of', 'IN'), ('Sara', 'NP'), ('had', 'HV'), ('indicated', 'VB'), ('her', 'PP'), ('own', 'JJ'), ('unwillingness', 'NN'), ('``', '``'), ('to', 'TO'), ('think', 'VB'), ('of', 'IN'), ('men', 'NN'), ('as', 'CS'), ('the', 'AT'), ('privileged', 'JJ'), (""''"", ""''""), ('and', 'CC'), ('``', '``'), ('women', 'NN'), ('as', 'CS'), ('submissive', 'JJ'), ('and', 'CC'), ('yielding', 'VB'), (""''"", ""''""), (',', ','), ('felt', 'VB'), ('obliged', 'VB'), ('to', 'TO'), ('defend', 'VB'), ('vigorously', 'RB'), ('any', 'DT'), ('statement', 'NN'), ('of', 'IN'), ('hers', 'PP'), ('to', 'IN'), ('which', 'WD'), ('Morris', 'NP'), ('Jastrow', 'NP'), ('took', 'VB'), ('the', 'AT'), ('slightest', 'JJ'), ('exception', 'NN'), ('--', '--'), ('he', 'PP'), ('objected', 'VB'), ('to', 'IN'), ('her', 'PP'), ('stand', 'VB'), ('on', 'IN'), ('the', 'AT'), ('Corbin', 'JJ'), ('affair', 'NN'), (',', ','), ('as', 'CS'), ('well', 'RB'), ('as', 'CS'), ('on', 'IN'), ('the', 'AT'), ('radical', 'JJ'), ('reforms', 'NN'), ('of', 'IN'), ('Dr.', 'NN'), ('Wise', 'NP'), ('of', 'IN'), ('Hebrew', 'NP'), ('Union', 'NN'), ('College', 'NN'), ('--', '--'), ('until', 'CS'), ('once', 'RB'), (',', ','), ('in', 'IN'), ('sheer', 'JJ'), ('desperation', 'NN'), (',', ','), ('he', 'PP'), ('wrote', 'VB'), ('that', 'CS'), ('he', 'PP'), ('had', 'HV'), ('given', 'VB'), ('up', 'IN'), ('hope', 'VB'), ('they', 'PP'), ('would', 'MD'), ('ever', 'RB'), ('agree', 'VB'), ('on', 'IN'), ('anything', 'PN'), ('.', '.')]"
5540,"[('Proprietorships', 'NN'), ('can', 'MD'), ('establish', 'VB'), ('a', 'AT'), ('meaningful', 'JJ'), ('identity', 'NN'), (',', ','), ('representing', 'VB'), ('a', 'AT'), ('human', 'JJ'), ('personality', 'NN'), (',', ','), ('and', 'CC'), ('thus', 'RB'), ('establish', 'VB'), ('sincere', 'JJ'), ('relationships', 'NN'), ('with', 'IN'), ('customers', 'NN'), ('and', 'CC'), ('community', 'NN'), ('.', '.')]"
5542,"[('These', 'DT'), ('are', 'BE'), ('made', 'VB'), ('on', 'IN'), ('special', 'JJ'), ('order', 'NN'), ('only', 'RB'), (',', ','), ('in', 'IN'), ('Kodiak', 'NP'), ('grade', 'NN'), ('(', '('), ('about', 'IN'), ('$310', 'CD'), (')', ')'), (',', ','), ('with', 'IN'), ('integral', 'JJ'), ('muzzle', 'NN'), ('brakes', 'NN'), ('and', 'CC'), ('heavy', 'JJ'), ('rubber', 'NN'), ('recoil', 'NN'), ('pads', 'NN'), (';', '.'), (';', '.')]"
