id,tagged_sentence
4399,"[('if', 'CS'), ('inner', 'IN'), ('lid', 'NN'), ('is', 'BE'), ('too', 'QL'), ('big', 'JJ'), (',', ','), ('trim', 'JJ'), ('to', 'TO'), ('fit', 'VB'), (',', ','), ('allowing', 'VB'), ('room', 'NN'), ('for', 'IN'), ('thickness', 'NN'), ('of', 'IN'), ('glaze', 'NN'), ('.', '.')]"
4402,"[('From', 'IN'), ('the', 'AT'), ('volume', 'NN'), ('standpoint', 'NN'), (',', ','), ('the', 'AT'), ('total', 'NN'), ('market', 'NN'), ('represented', 'VB'), ('by', 'IN'), ('the', 'AT'), ('sign', 'NN'), ('industry', 'NN'), ('is', 'BE'), ('impressive', 'NN'), ('.', '.')]"
4403,"[('``', '``'), ('All', 'QL'), ('right', 'RB'), (""''"", ""''""), (',', ','), ('Pam', 'NP'), ('said', 'VB'), ('.', '.')]"
4404,"[('At', 'IN'), ('least', 'AP'), (',', ','), ('we', 'PP'), ('were', 'BE'), ('together', 'NN'), ('and', 'CC'), ('we', 'PP'), ('had', 'HV'), ('Mrs.', 'NP'), ('Hodges', 'NP'), (',', ','), ('bless', 'VB'), ('her', 'PP'), (',', ','), ('to', 'TO'), ('look', 'VB'), ('after', 'IN'), ('us', 'PP'), ('--', '--'), ('no', 'AT'), ('mother', 'NN'), ('could', 'MD'), ('be', 'BE'), ('fonder', 'NN'), ('of', 'IN'), ('Gladdy', 'AP'), ('than', 'IN'), ('Mrs.', 'NP'), ('Hodges', 'NP'), ('was', 'BE'), ('.', '.')]"
4407,"[('The', 'AT'), ('non-identity', 'NN'), ('of', 'IN'), ('serum', 'NN'), ('and', 'CC'), ('red', 'JJ'), ('blood', 'NN'), ('cell', 'NN'), ('arylesterase', 'NN'), ('was', 'BE'), ('also', 'RB'), ('established', 'VB'), ('.', '.')]"
4409,"[('Recklessly', 'NN'), ('hurling', 'IN'), ('the', 'AT'), ('bronc', 'NN'), ('sidewise', 'VB'), ('into', 'IN'), ('an', 'AT'), ('intersecting', 'AT'), ('draw', 'NN'), (',', ','), ('he', 'PP'), ('plunged', 'VB'), ('forward', 'RB'), ('with', 'IN'), ('undiminished', 'JJ'), ('speed', 'NN'), ('.', '.')]"
4411,"[('He', 'PP'), ('then', 'RB'), ('said', 'VB'), ('something', 'NN'), ('which', 'WD'), ('struck', 'VB'), ('a', 'AT'), ('chord', 'NN'), ('in', 'IN'), ('my', 'PP'), ('memory', 'NN'), ('.', '.')]"
4412,"[('``', '``'), ('You', 'PP'), ('must', 'MD'), ('have', 'HV'), ('been', 'BE'), ('good', 'JJ'), ('at', 'IN'), ('history', 'NN'), ('at', 'IN'), ('school', 'NN'), ('.', '.')]"
4413,"[('Meats', 'NN')]"
4414,"[('One', 'CD'), ('sitter', 'NN'), ('may', 'MD'), ('think', 'VB'), ('``', '``'), ('a', 'AT'), ('leather', 'NN'), ('couch', 'NN'), (""''"", ""''""), ('identifies', 'IN'), ('a', 'AT'), ('reading', 'NN'), ('as', 'CS'), ('surely', 'BE'), ('directed', 'VB'), ('to', 'IN'), ('him', 'PP'), (';', '.'), (';', '.')]"
4415,"[('The', 'AT'), ('smell', 'NN'), ('of', 'IN'), ('sake', 'PP'), ('had', 'HV'), ('freshened', 'RN'), (""yesterday's"", 'JJ'), ('events', 'NN'), ('in', 'IN'), ('his', 'PP'), ('thoughts', 'NN'), ('.', '.')]"
4418,"[('We', 'PP'), ('did', 'DO'), ('our', 'PP'), ('job', 'NN'), (',', ','), ('Mr.', 'NP'), ('Stavropoulos', 'NN'), ('and', 'CC'), ('Mr.', 'NP'), ('De', 'NP'), ('Seynes', 'NN'), ('and', 'CC'), ('myself', 'NN'), (',', ','), ('taking', 'VB'), ('evidence', 'NN'), ('from', 'IN'), ('a', 'AT'), ('number', 'NN'), ('of', 'IN'), ('people', 'NN'), (""''"", ""''""), ('.', '.')]"
4419,"[('The', 'AT'), ('pony', 'NN'), ('herd', 'NN'), ('was', 'BE'), ('the', 'AT'), ('one', 'PN'), ('flaw', 'NN'), ('in', 'IN'), ('our', 'PP'), ('defense', 'NN'), (';', '.'), (';', '.')]"
4424,"[('Tap', 'NN'), ('the', 'AT'), ('``', '``'), ('A', 'NN'), (""''"", ""''""), ('pieces', 'NN'), ('2-56', 'NN'), ('.', '.')]"
4425,"[('These', 'DT'), ('cells', 'NN'), ('were', 'BE'), ('used', 'VB'), ('rather', 'IN'), ('than', 'IN'), ('square', 'NN'), ('Pyrex', 'NP'), ('tubing', 'NN'), ('because', 'NN'), ('of', 'IN'), ('the', 'AT'), ('tendency', 'NN'), ('of', 'IN'), ('the', 'AT'), ('latter', 'AP'), ('to', 'TO'), ('shatter', 'NN'), ('when', 'WR'), ('thawing', 'AT'), ('frozen', 'VB'), ('carbon', 'NN'), ('tetrachloride', 'NN'), ('.', '.')]"
4427,"[('The', 'AT'), ('wraith-like', 'JJ'), ('events', 'NN'), ('of', 'IN'), ('the', 'AT'), ('last', 'AP'), ('few', 'AP'), ('days', 'NN'), ('flooded', 'VB'), (""David's"", 'PP'), ('mind', 'NN'), ('and', 'CC'), ('he', 'PP'), ('rubbed', 'VB'), ('his', 'PP'), ('unshaved', 'PP'), ('chin', 'NN'), ('and', 'CC'), ('felt', 'VB'), ('again', 'RB'), ('the', 'AT'), ('ache', 'NN'), ('in', 'IN'), ('his', 'PP'), ('kidneys', 'NN'), ('caused', 'VB'), ('by', 'IN'), ('his', 'PP'), ('saddle', 'NN'), ('odyssey', 'NN'), ('from', 'IN'), ('Boston', 'NP'), ('.', '.')]"
4430,"[('In', 'IN'), ('a', 'AT'), ('letter', 'NN'), ('to', 'IN'), ('the', 'AT'), ('American', 'JJ'), ('Friends', 'NN'), ('Service', 'NN'), (',', ','), ('Dr.', 'NN'), ('Schweitzer', 'PP'), ('wrote', 'VB'), (':', ':')]"
4431,"[('Such', 'JJ'), ('books', 'NN'), ('are', 'BE'), ('easy', 'JJ'), ('prey', 'NN'), ('for', 'IN'), ('critics', 'NN'), ('.', '.')]"
4433,"[('Almost', 'QL'), ('immediately', 'RB'), ('she', 'PP'), ('was', 'BE'), ('ashamed', 'NN'), ('of', 'IN'), ('herself', 'PP'), ('for', 'IN'), ('feeling', 'VB'), ('vain', 'NN'), (',', ','), ('at', 'IN'), ('such', 'AB'), ('a', 'AT'), ('time', 'NN'), (',', ','), ('in', 'IN'), ('such', 'AB'), ('a', 'AT'), ('place', 'NN'), (',', ','), ('and', 'CC'), ('she', 'PP'), ('tossed', 'VB'), ('back', 'RB'), ('her', 'PP'), ('long', 'JJ'), ('yellow', 'JJ'), ('hair', 'NN'), (',', ','), ('smiling', 'VB'), ('shyly', 'RB'), ('as', 'CS'), ('she', 'PP'), ('entered', 'VB'), ('the', 'AT'), ('room', 'NN'), ('.', '.')]"
4435,"[('We', 'PP'), ('perform', 'VB'), ('elaborate', 'AT'), ('international', 'JJ'), ('exhortations', 'NN'), ('and', 'CC'), ('ceremonies', 'NN'), ('with', 'IN'), ('virtually', 'BE'), ('no', 'AT'), ('understanding', 'NN'), ('of', 'IN'), ('social', 'JJ'), ('cause', 'NN'), ('and', 'CC'), ('effect', 'NN'), ('.', '.')]"
4437,"[('On', 'IN'), ('the', 'AT'), ('other', 'AP'), ('hand', 'NN'), (',', ','), ('there', 'EX'), ('is', 'BE'), ('a', 'AT'), ('counterbalancing', 'AT'), ('purpose', 'NN'), ('in', 'IN'), ('education', 'NN'), ('which', 'WD'), ('is', 'BE'), ('to', 'TO'), ('pass', 'VB'), ('on', 'IN'), ('the', 'AT'), ('advantages', 'NN'), ('of', 'IN'), ('the', 'AT'), ('parents', 'NN'), ('to', 'IN'), ('their', 'PP'), ('children', 'NN'), ('.', '.')]"
4441,"[('Last', 'AP'), ('week', 'NN'), ('Chicago', 'NP'), ('happily', 'BE'), ('found', 'VB'), ('its', 'PP'), ('top', 'JJ'), ('scholar', 'NN'), ('in', 'IN'), (""Caltech's"", 'NN'), ('acting', 'VB'), ('dean', 'NN'), ('of', 'IN'), ('the', 'AT'), ('faculty', 'NN'), (':', ':'), ('dynamic', ','), ('Geneticist', 'NN'), ('George', 'NP'), ('Wells', 'NP'), ('Beadle', 'NN'), (',', ','), ('57', 'NN'), (',', ','), ('who', 'WP'), ('shared', 'IN'), ('the', 'AT'), ('1958', 'AT'), ('Nobel', 'NP'), ('Prize', 'NN'), ('in', 'IN'), ('medicine', 'NN'), ('and', 'CC'), ('physiology', 'NN'), ('for', 'IN'), ('discovering', 'VB'), ('how', 'WR'), ('genes', 'MD'), ('affect', 'VB'), ('heredity', 'VB'), ('by', 'IN'), ('controlling', 'NN'), ('cell', 'NN'), ('chemistry', 'NN'), ('(', '('), ('Time', 'NN'), (',', ','), ('Cover', 'NN'), (',', ','), ('July', 'RN'), ('14', 'NN'), (',', ','), ('1958', 'CD'), (')', ')'), ('.', '.')]"
4445,"[('he', 'PP'), ('made', 'VB'), ('it', 'PP'), (';', '.'), (';', '.')]"
4448,"[('The', 'AT'), ('most', 'QL'), ('frequent', 'JJ'), ('excuse', 'NN'), ('for', 'IN'), ('the', 'AT'), ('prevalence', 'NN'), ('of', 'IN'), ('unoriginals', 'NN'), ('and', 'CC'), ('tested', 'JJ'), ('imports', 'NN'), ('is', 'BE'), ('increasing', 'VB'), ('production', 'NN'), ('expense', 'NN'), ('--', '--'), ('producers', 'PP'), ('cannot', 'MD'), ('afford', 'VB'), ('to', 'TO'), ('take', 'VB'), ('chances', 'NN'), ('.', '.')]"
4449,"[('Mr.', 'NP'), ('Nixon', 'NP'), (',', ','), ('for', 'IN'), ('his', 'PP'), ('part', 'NN'), (',', ','), ('would', 'MD'), ('oppose', 'JJ'), ('intervention', 'NN'), ('in', 'IN'), ('Cuba', 'NP'), ('without', 'IN'), ('specific', 'JJ'), ('provocation', 'NN'), ('.', '.')]"
4454,"[('On', 'IN'), ('the', 'AT'), ('second', 'OD'), ('floor', 'NN'), ('he', 'PP'), ('saw', 'VB'), ('the', 'AT'), ('animated', 'JJ'), ('faces', 'NN'), ('of', 'IN'), ('the', 'AT'), ('party', 'NN'), ('guests', 'NN'), (';', '.'), (';', '.')]"
4456,"[('It', 'PP'), ('is', 'BE'), ('notably', 'QL'), ('significant', 'JJ'), ('that', 'CS'), ('so', 'QL'), ('many', 'AP'), ('Members', 'NN'), ('from', 'IN'), ('both', 'AB'), ('sides', 'NN'), ('of', 'IN'), ('the', 'AT'), ('aisle', 'NN'), ('express', 'VB'), ('their', 'PP'), ('respect', 'NN'), ('and', 'CC'), ('admiration', 'NN'), ('for', 'IN'), ('our', 'PP'), ('beloved', 'JJ'), ('Speaker', 'NN'), (',', ','), ('the', 'AT'), ('Honorable', 'NP'), ('Sam', 'NP'), ('Rayburn', 'NP'), ('.', '.')]"
4461,"[('Hino', 'NP'), ('was', 'BE'), ('the', 'AT'), ('fourth', 'OD'), ('son', 'NN'), ('of', 'IN'), ('an', 'AT'), ('elderly', 'JJ'), ('farmer', 'NN'), ('who', 'WP'), ('lived', 'VB'), ('on', 'IN'), ('the', 'AT'), ('coast', 'NN'), (',', ','), ('in', 'IN'), ('Chiba', 'NN'), (',', ','), ('and', 'CC'), ('divided', 'VB'), ('his', 'PP'), ('life', 'NN'), ('between', 'IN'), ('the', 'AT'), ('land', 'NN'), ('and', 'CC'), ('the', 'AT'), ('sea', 'NN'), (',', ','), ('supplementing', 'IN'), ('the', 'AT'), ('marginal', 'JJ'), ('livelihood', 'NN'), ('on', 'IN'), ('his', 'PP'), ('small', 'JJ'), ('rented', 'AT'), ('farm', 'NN'), ('with', 'IN'), ('seasonal', 'IN'), ('employment', 'NN'), ('on', 'IN'), ('a', 'AT'), ('fishing', 'AT'), ('boat', 'NN'), ('.', '.')]"
4462,"[('Mr.', 'NP'), ('Justice', 'NP'), (""Taney's"", 'AT'), ('Dred', 'RN'), ('Scott', 'AT'), ('decision', 'NN'), ('in', 'IN'), ('1857', 'PP'), ('was', 'BE'), ('unpopular', 'NN'), ('in', 'IN'), ('the', 'AT'), ('North', 'JJ'), (',', ','), ('and', 'CC'), ('soon', 'RB'), ('became', 'VB'), ('a', 'AT'), ('dead', 'JJ'), ('letter', 'NN'), ('.', '.')]"
4465,"[('The', 'AT'), ('American', 'JJ'), ('Institute', 'NN'), ('of', 'IN'), ('Interior', 'NN'), ('Designers', 'NN'), ('has', 'HV'), ('published', 'IN'), ('a', 'AT'), ('recommended', 'IN'), ('course', 'NN'), ('for', 'IN'), ('designers', 'NN'), ('and', 'CC'), ('a', 'AT'), ('percentage', 'NN'), ('layout', 'NN'), ('of', 'IN'), ('such', 'AB'), ('a', 'AT'), ('course', 'NN'), ('.', '.')]"
4468,"[('If', 'CS'), ('you', 'PP'), ('really', 'RB'), ('insist', 'VB'), ('on', 'IN'), ('knowing', 'VB'), ('their', 'PP'), ('names', 'NN'), (',', ','), ('an', 'AT'), ('excellent', 'JJ'), ('book', 'NN'), ('on', 'IN'), ('the', 'AT'), ('North', 'JJ'), ('American', 'JJ'), ('species', 'NN'), ('is', 'BE'), ('Bumblebees', '``'), ('And', 'CC'), ('Their', 'PP'), ('Ways', 'VB'), ('by', 'IN'), ('O.', 'NP'), ('E.', 'NP'), ('Plath', 'NN'), ('.', '.')]"
4472,"[('The', 'AT'), ('Eisenhower', 'NN'), ('budget', 'NN'), ('was', 'BE'), ('simultaneously', 'RB'), ('inadequate', 'NN'), ('in', 'IN'), ('its', 'PP'), ('provisions', 'NN'), ('and', 'CC'), ('yet', 'RB'), ('extravagant', 'NN'), ('in', 'IN'), ('its', 'PP'), ('projections', 'NN'), ('of', 'IN'), ('revenue', 'NN'), ('to', 'TO'), ('be', 'BE'), ('received', 'VB'), ('.', '.')]"
4475,"[('``', '``'), ('Mr.', 'NP'), ('Skyros', ','), ('too', 'RB'), ('smart', 'IN'), ('a', 'AT'), ('fellow', 'PP'), ('want', 'VB'), ('to', 'TO'), ('get', 'VB'), ('rid', 'NN'), ('of', 'IN'), ('me', 'PP'), (""''"", ""''""), (',', ','), ('he', 'PP'), ('said', 'VB'), ('.', '.')]"
4476,"[('I', 'PP'), ('aim', 'NN'), ('to', 'TO'), ('keep', 'VB'), ('a', 'AT'), ('little', 'JJ'), ('whisky', 'BE'), ('still', 'RB'), ('back', 'RB'), ('in', 'IN'), ('the', 'AT'), ('ridge', 'NN'), ('for', 'IN'), ('my', 'PP'), ('pleasure', 'NN'), (""''"", ""''""), ('.', '.')]"
4480,"[('She', 'PP'), ('was', 'BE'), ('found', 'VB'), ('the', 'AT'), ('day', 'NN'), ('after', 'IN'), ('at', 'IN'), ('the', 'AT'), ('bottom', 'NN'), ('of', 'IN'), ('the', 'AT'), ('cliff', 'NN'), ('.', '.')]"
4481,"[('He', 'PP'), ('saw', 'VB'), ('the', 'AT'), ('smug', 'PP'), ('eyes', 'NN'), ('of', 'IN'), ('the', 'AT'), ('Home', 'AT'), ('Army', 'NN'), ('chief', 'NN'), (',', ','), ('Roman', 'NN'), (',', ','), ('and', 'CC'), ('all', 'AB'), ('the', 'AT'), ('Romans', 'NN'), ('and', 'CC'), ('the', 'AT'), ('faces', 'NN'), ('of', 'IN'), ('the', 'AT'), ('peasants', 'NN'), ('who', 'WP'), ('held', 'VB'), ('only', 'RB'), ('hatred', 'NN'), ('for', 'IN'), ('him', 'PP'), ('.', '.')]"
4482,"[('What', 'WD'), ('does', 'IN'), ('the', 'AT'), ('camping', 'AT'), ('couple', 'NN'), ('do', 'VB'), ('to', 'IN'), ('this', 'DT'), ('set', 'NN'), ('of', 'IN'), ('figures', 'NN'), ('?', '.'), ('?', '.')]"
4486,"[('Just', 'RB'), ('long', 'JJ'), ('enough', 'QL'), ('to', 'TO'), ('make', 'VB'), ('you', 'PP'), ('feel', 'VB'), ('important', 'NN'), ('.', '.')]"
4487,"[('``', '``'), ('You', 'PP'), ('do', 'DO'), ('seem', 'VB'), ('to', 'IN'), (""''"", ""''""), (',', ','), ('said', 'VB'), ('Henrietta', 'NP'), (',', ','), ('impressed', 'NN'), ('.', '.')]"
4489,"[('``', '``'), ('You', 'PP'), ('see', 'VB'), (',', ','), ('once', 'CS'), ('I', 'PP'), ('relinquish', 'IN'), ('the', 'AT'), ('position', 'NN'), (""I've"", 'PP'), ('already', 'RB'), ('established', 'VB'), ('here', 'RB'), (',', ','), ('I', 'PP'), (""couldn't"", 'MD'), ('regain', 'VB'), ('it', 'PP'), ('without', 'IN'), ('sacrificing', 'IN'), ('the', 'AT'), ('logic', 'NN'), ('of', 'IN'), ('it', 'PP'), (""''"", ""''""), ('.', '.')]"
4490,"[('the', 'AT'), ('relative', 'JJ'), ('contribution', 'NN'), ('to', 'IN'), ('safety', 'NN'), ('of', 'IN'), ('inspection', 'NN'), ('programs', 'NN'), ('embodying', 'NN'), ('--', '--'), ('(', '('), ('A', 'NP'), (')', ')')]"
4491,"[('When', 'WR'), ('driving', 'AT'), ('rain', 'NN'), ('or', 'CC'), ('mist', 'AT'), ('socked', 'NN'), ('in', 'IN'), ('one', 'CD'), ('valley', 'NN'), (',', ','), ('Fogg', 'NP'), ('would', 'MD'), ('chandelle', 'VB'), ('up', 'RP'), ('and', 'CC'), ('over', 'RP'), ('to', 'IN'), ('reverse', 'IN'), ('course', 'NN'), ('and', 'CC'), ('try', 'VB'), ('another', 'DT'), ('one', 'CD'), (',', ','), ('ranging', 'VB'), ('from', 'IN'), ('the', 'AT'), ('Ottauquechee', 'VB'), ('up', 'RP'), ('to', 'IN'), ('Danville', 'NN'), ('in', 'IN'), ('search', 'NN'), ('of', 'IN'), ('safe', 'AT'), ('passage', 'NN'), ('through', 'IN'), ('the', 'AT'), ('mountain', 'NN'), ('passes', 'NN'), ('.', '.')]"
4492,"[('Rev.', 'NP'), ('DeWitt', 'AT'), ('Clemens', 'NN'), (',', ','), ('pastor', 'NN'), ('of', 'IN'), ('the', 'AT'), ('Mathewson', 'NP'), ('Street', 'NN'), ('Methodist', 'AT'), ('Church', 'NN'), (';', '.'), (';', '.')]"
4494,"[('The', 'AT'), ('thermal', 'JJ'), ('exchange', 'NN'), ('of', 'IN'), ('chlorine', 'NN'), ('between', 'IN'), ('Af', 'NN'), ('and', 'CC'), ('liquid', 'NN'), ('Af', 'NN'), ('is', 'BE'), ('readily', 'RB'), ('measurable', 'NN'), ('at', 'IN'), ('temperatures', 'NN'), ('in', 'IN'), ('the', 'AT'), ('range', 'NN'), ('of', 'IN'), ('180-degrees', 'NN'), ('and', 'CC'), ('above', 'NN'), ('.', '.')]"
4498,"[('This', 'DT'), ('was', 'BE'), ('not', '*'), ('an', 'AT'), ('overriding', 'AP'), ('drawback', 'NN'), ('to', 'IN'), ('enjoyment', 'NN'), ('of', 'IN'), ('the', 'AT'), ('performances', 'NN'), (',', ','), ('however', 'RB'), (',', ','), ('except', 'NN'), ('in', 'IN'), ('the', 'AT'), ('case', 'NN'), ('of', 'IN'), ('the', 'AT'), ('opening', 'NN'), ('work', 'NN'), (',', ','), (""Mozart's"", 'OD'), ('Sonata', 'NN'), ('in', 'IN'), ('A', 'NN'), ('(', '('), ('K.', 'AT'), ('526', 'NN'), (')', ')'), (',', ','), ('which', 'WD'), ('clattered', 'VB'), ('along', 'RB'), ('noisily', 'NN'), ('in', 'IN'), ('an', 'AT'), ('unrelieved', 'JJ'), ('fashion', 'NN'), ('.', '.')]"
4500,"[('The', 'AT'), ('shapes', 'NN'), ('were', 'BE'), ('unmistakable', 'NN'), ('and', 'CC'), ('the', 'AT'), ('Rising', 'AT'), ('Suns', 'NN'), ('were', 'BE'), ('showing', 'VB'), ('up', 'RP'), (',', ','), ('slightly', 'AT'), ('brighter', 'JJ'), ('pinpoints', 'NN'), ('in', 'IN'), ('the', 'AT'), ('gray', 'JJ'), ('gloom', 'NN'), ('.', '.')]"
4506,"[('Boston', 'NP'), (',', ','), ('Mass.', '.'), (';', '.'), (';', '.')]"
4511,"[('Military', 'JJ'), ('power', 'NN'), ('does', 'DO'), ('not', '*'), ('cause', 'AT'), ('war', 'NN'), (';', '.'), (';', '.')]"
4512,"[('They', 'PP'), ('all', 'AB'), ('three', 'PP'), ('had', 'HV'), ('another', 'AT'), ('cup', 'NN'), ('of', 'IN'), ('coffee', 'NN'), ('.', '.')]"
4513,"[('It', 'PP'), ('also', 'RB'), ('provides', 'VB'), ('a', 'AT'), ('frame', 'NN'), ('within', 'IN'), ('which', 'WD'), ('the', 'AT'), ('registration', 'NN'), ('of', 'IN'), ('vital', 'JJ'), ('events', 'NN'), ('is', 'BE'), ('gradually', 'RB'), ('gaining', 'JJ'), ('force', 'NN'), ('(', '('), ('though', 'CS'), ('one', 'PN'), ('cannot', 'MD'), ('expect', 'VB'), ('to', 'TO'), ('obtain', 'VB'), ('reliable', 'AT'), ('vital', 'JJ'), ('statistics', 'NN'), ('in', 'IN'), ('most', 'AP'), ('parts', 'NN'), ('of', 'IN'), ('the', 'AT'), ('Congo', 'NP'), ('from', 'IN'), ('this', 'DT'), ('source', 'NN'), ('in', 'IN'), ('the', 'AT'), ('near', 'JJ'), ('future', 'NN'), (')', ')'), ('.', '.')]"
4516,"[('The', 'AT'), ('latter', 'AP'), ('plays', 'IN'), ('a', 'AT'), ('prominent', 'JJ'), ('role', 'NN'), ('in', 'IN'), ('Roman', 'JJ'), ('Catholic', 'JJ'), ('theology', 'NN'), ('and', 'CC'), ('is', 'BE'), ('considered', 'VB'), ('decisive', 'NN'), (',', ','), ('entirely', 'QL'), ('apart', 'RB'), ('from', 'IN'), ('Scripture', 'NN'), (',', ','), ('in', 'IN'), ('determining', 'VB'), ('the', 'AT'), ('ethical', 'JJ'), ('character', 'NN'), ('of', 'IN'), ('birth-prevention', 'JJ'), ('methods', 'NN'), ('.', '.')]"
4517,"[('My', 'PP'), ('husband', 'NN'), ('and', 'CC'), ('I', 'PP'), (',', ','), ('a', 'AT'), ('month', 'NN'), ('ahead', 'NN'), ('of', 'IN'), ('the', 'AT'), ('rush', 'NN'), (',', ','), ('have', 'HV'), ('just', 'RB'), ('finished', 'VB'), ('a', 'AT'), ('7-day', 'AT'), ('motor', 'NN'), ('journey', 'NN'), ('of', 'IN'), ('2809', 'CD'), ('miles', 'NN'), ('from', 'IN'), ('Tucson', 'NN'), (',', ','), ('Ariz.', 'NP'), (',', ','), ('to', 'IN'), ('New', 'JJ'), ('York', 'NP'), ('City', 'NN'), (':', ':')]"
4519,"[('Naturally', 'RB'), ('this', 'DT'), ('includes', 'VB'), ('all', 'AB'), ('communication', 'JJ'), ('forms', 'NN'), (',', ','), ('e.g.', 'RB'), ('languages', 'NN'), (',', ','), ('or', 'CC'), ('any', 'DT'), ('social', 'JJ'), (',', ','), ('political', 'JJ'), (',', ','), ('economic', 'JJ'), ('or', 'CC'), ('religious', 'JJ'), ('structures', 'NN'), ('employed', 'VB'), ('for', 'IN'), ('such', 'JJ'), ('control', 'NN'), ('.', '.')]"
4520,"[('Price', 'NN'), ('support', 'NN'), ('loans', 'NN'), ('may', 'MD'), ('total', 'VB'), ('another', 'DT'), ('$1', 'RN'), ('billion', 'IN'), ('this', 'DT'), ('year', 'NN'), ('.', '.')]"
4524,"[('For', 'IN'), ('example', 'NN'), (',', ','), ('the', 'AT'), ('BBB', 'NN'), ('has', 'HV'), ('reported', 'VB'), ('it', 'PP'), ('was', 'BE'), ('receiving', 'VB'), ('four', 'CD'), ('times', 'NN'), ('as', 'CS'), ('many', 'AP'), ('inquiries', 'VB'), ('about', 'IN'), ('quack', 'JJ'), ('devices', 'NN'), ('and', 'CC'), ('10', 'CD'), ('times', 'NN'), ('as', 'CS'), ('many', 'AP'), ('complaints', 'NN'), ('compared', 'VB'), ('with', 'IN'), ('two', 'CD'), ('years', 'NN'), ('ago', 'RB'), ('.', '.')]"
4526,"[('After', 'CS'), ('they', 'PP'), ('have', 'HV'), ('developed', 'VB'), ('concepts', 'NN'), (',', ','), ('they', 'PP'), ('are', 'BE'), ('free', 'JJ'), ('from', 'IN'), ('the', 'AT'), ('necessity', 'NN'), ('of', 'IN'), ('manipulating', 'VB'), ('objects', 'NN'), (';', '.'), (';', '.')]"
4527,"[('``', '``'), ('Mr.', 'NP'), ('Gross', 'NP'), (',', ','), ('your', 'PP'), ('report', 'NN'), ('says', 'VB'), ('that', 'CS'), (""'"", 'IN'), ('our', 'PP'), ('function', 'NN'), ('is', 'BE'), ('investigative', 'NN'), ('and', 'CC'), ('advisory', 'NN'), ('and', 'CC'), ('does', 'DO'), ('not', '*'), ('in', 'IN'), ('any', 'DT'), ('way', 'NN'), ('derogate', 'NN'), ('from', 'IN'), ('or', 'CC'), ('prejudice', ','), ('Mr.', 'NP'), (""Bang-Jensen's"", 'JJ'), ('rights', 'NN'), ('as', 'CS'), ('a', 'AT'), ('staff', 'NN'), ('member', 'NN'), ('.', '.')]"
4529,"[('It', 'PP'), ('is', 'BE'), ('the', 'AT'), ('urge', 'NN'), ('to', 'TO'), ('obtain', 'VB'), ('a', 'AT'), ('list', 'NN'), ('as', 'CS'), ('free', 'NN'), ('of', 'IN'), ('geographical', 'NN'), ('and', 'CC'), ('cultural', 'JJ'), ('conditioning', 'NN'), ('as', 'CS'), ('possible', 'JJ'), ('.', '.')]"
4531,"[('It', 'PP'), ('can', 'MD'), ('then', 'RB'), ('grow', 'VB'), ('steadily', 'RB'), ('as', 'CS'), ('it', 'PP'), ('proves', 'VB'), ('itself', 'PP'), ('and', 'CC'), ('as', 'CS'), ('the', 'AT'), ('need', 'NN'), ('for', 'IN'), ('it', 'PP'), ('is', 'BE'), ('demonstrated', 'VB'), ('.', '.')]"
4532,"[('The', 'AT'), ('comic', 'JJ'), ('indefinite', ','), ('comprises', 'VB'), ('an', 'AT'), ('extensive', 'JJ'), ('class', 'NN'), ('of', 'IN'), ('comedy', 'NN'), ('.', '.')]"
4533,"[('In', 'IN'), ('order', 'NN'), ('to', 'TO'), ('compete', 'VB'), ('with', 'IN'), ('English', 'JJ'), ('traders', 'NN'), (',', ','), ('Bienville', 'VB'), ('radically', 'RB'), ('changed', 'VB'), ('the', 'AT'), ('price', 'NN'), ('schedule', 'NN'), ('.', '.')]"
4535,"[('In', 'IN'), ('general', 'JJ'), (',', ','), ('Mr.', 'NP'), ('Loesser', 'NN'), ('has', 'HV'), ('done', 'VB'), ('a', 'AT'), ('more', 'QL'), ('consistent', 'JJ'), ('job', 'NN'), ('as', 'CS'), ('lyricist', 'JJ'), ('than', 'CS'), ('he', 'PP'), ('has', 'HV'), ('as', 'AT'), ('composer', 'NN'), ('.', '.')]"
4536,"[('Ensign', 'NN'), ('Vesole', 'NP'), ('decided', 'VB'), ('that', 'CS'), ('he', 'PP'), ('would', 'MD'), ('not', '*'), ('tarry', 'NN'), ('until', 'CS'), ('he', 'PP'), ('heard', 'VB'), ('the', 'AT'), ('whispering', 'NN'), ('of', 'IN'), ('the', 'AT'), ('bombs', 'NN'), (',', ','), ('and', 'CC'), ('when', 'WR'), ('night', 'NN'), ('began', 'VB'), ('to', 'TO'), ('fall', 'VB'), (',', ','), ('he', 'PP'), ('put', 'VB'), ('Seaman', 'AT'), ('2/c', 'NP'), ('Donald', 'NP'), ('L.', 'NP'), ('Norton', 'NN'), ('and', 'CC'), ('Seaman', 'AT'), ('1/c', ','), ('William', 'NP'), ('A.', 'NP'), ('Rochford', 'NN'), ('on', 'IN'), ('the', 'AT'), ('guns', 'NN'), ('and', 'CC'), ('told', 'VB'), ('them', 'PP'), ('to', 'TO'), ('start', 'VB'), ('shooting', 'VB'), ('the', 'AT'), ('moment', 'NN'), ('they', 'PP'), ('saw', 'VB'), ('an', 'AT'), ('enemy', 'NN'), ('silhouette', 'NN'), ('.', '.')]"
